"","genotype","Tmem119","Gabbr1","Gabbr2","Cd164","Clec4a3","Ecscr","Fcrls","Gpr34","Laptm4a","Laptm5","P2ry12","P2ry13","Ppib","Selenok","Selenop","Tmem14c","Trem2","Tspan3","Tspan4","Tspan7","C1qc","Tmsb4x","Rps29","Ftl1","mt_Nd2","mt_Co3"
"2258","ctr",39.5633881375075,8.8815769288282,3.22966433775571,2.42224825331678,0,2.42224825331678,29.8743951242404,4.03708042219464,6.45932867551143,29.8743951242404,16.1483216887785,7.26674475995033,0.80741608443893,1.61483216887785,16.9557377732175,2.42224825331678,3.22966433775571,3.22966433775571,0,1.61483216887785,25.8373147020457,1.61483216887785,8.8815769288282,7.26674475995033,3.27079411309703,14.5402960374925
"2259","ctr",123.743342166251,8.83881015473223,0,44.1940507736611,0,0,35.3552406189288,8.83881015473223,53.0328609283932,114.904532011519,35.3552406189288,26.5164304641966,0,35.3552406189288,123.743342166251,8.83881015473223,0,79.5492913925897,8.83881015473223,0,97.2269117020542,70.7104812378577,114.904532011519,88.3881015473223,55.006567235945,197.945772131939
"2260","ctr",49.0714455711792,8.17857426186321,0,8.17857426186321,4.08928713093162,0,61.3393069639743,16.3571485237265,4.08928713093162,102.23217827329,49.0714455711792,16.3571485237265,0,0,16.3571485237265,0,0,12.2678613927948,12.2678613927948,0,44.9821584402477,53.160732702111,24.5357227855897,20.4464356546581,13.2000961800333,46.7551915544771
"2261","ctr",96.2550594065599,0,3.43768069309144,6.87536138618285,0,20.6260841585486,17.1884034654572,3.43768069309144,3.43768069309144,79.066655941103,34.3768069309144,30.9391262378228,0,3.43768069309144,13.7507227723657,0,0,27.5014455447314,0,0,37.8144876240057,13.7507227723657,27.5014455447314,10.3130420792743,8.38766587668764,28.9937083567955
"2262","ctr",32.8151297680383,35.8535677095234,32.2074421797414,9.11531382445512,2.43075035318803,4.25381311807905,21.8767531786922,8.50762623615808,13.3691269425341,34.6381925329294,20.6613780020982,7.89993864786109,1.82306276489102,4.86150070637605,24.9151911201773,6.68456347126707,7.29225105956406,16.4075648840192,0.607687588297008,1.21537517659401,23.6998159435833,24.9151911201773,20.6613780020982,20.0536904138012,8.44253074169972,28.0476018703166
"2263","ctr",47.0036725536155,6.26715634048207,1.56678908512052,6.26715634048207,1.56678908512052,3.13357817024103,15.6678908512052,7.83394542560259,4.70036725536155,29.7689926172898,25.0686253619283,7.83394542560259,0,0,6.26715634048207,1.56678908512052,3.13357817024103,9.4007345107231,0,0,21.9350471916872,15.6678908512052,14.1011017660846,6.26715634048207,3.44142088968551,12.7610427294719
"2264","ctr",60.3691834291766,11.4988920817479,17.2483381226219,14.3736151021849,2.87472302043699,8.62416906131094,5.74944604087395,14.3736151021849,25.8725071839328,57.4944604087395,37.3713992656808,17.2483381226219,0,5.74944604087395,40.2461222861177,14.3736151021849,2.87472302043699,45.9955683269917,5.74944604087395,0,45.9955683269917,48.8702913474286,54.6197373883026,31.6219532248068,18.9247328519897,65.3462776361499
"2265","ctr",46.4412354461364,1.36591868959225,0,6.82959344796123,0,2.73183737918449,17.7569429646992,9.56143082714572,1.36591868959225,58.7345036524666,30.0502111710294,12.2932682063302,0,0,12.2932682063302,2.73183737918449,8.19551213755347,5.46367475836898,4.09775606877674,0,27.3183737918449,13.6591868959225,9.56143082714572,4.09775606877674,3.54469559136084,10.6806372830238
"2266","ctr",29.9037398613862,4.27196283734088,1.42398761244696,5.69595044978785,0.711993806223482,4.27196283734088,22.0718079929279,5.69595044978785,7.83193186845828,60.519473528996,49.1275726294202,10.6799070933522,0,0,28.4797522489392,1.42398761244696,12.1038947057992,2.84797522489392,0.711993806223482,0,20.647820380481,19.9358265742574,14.2398761244696,11.3919008995757,3.36823621903948,9.15574907230767
"2268","ctr",44.5854684149313,31.3303291564381,23.4977468673286,7.83258228910954,1.205012659863,7.23007595917801,3.61503797958901,7.23007595917801,22.8952405373971,42.7779494251367,28.3177975067806,9.64010127890404,0.602506329931503,3.01253164965751,16.2676709081506,2.41002531972601,5.4225569693835,27.7152911768491,3.01253164965751,0,27.1127848469176,20.4852152176711,20.4852152176711,13.255139258493,8.58114217847973,33.3779107683305
"2269","ctr",33.7615387731834,18.4153847853728,17.3923078528521,7.67307699390534,1.53461539878106,3.58076926382248,26.0884617792781,5.11538466260356,11.7653847239882,58.3153851536804,26.6000002455384,11.2538462577278,1.02307693252071,3.06923079756213,23.019230981716,4.09230773008284,8.18461546016568,17.9038463191124,1.02307693252071,0,23.019230981716,21.9961540491953,16.3692309203314,14.3230770552899,7.48745503065342,26.0392671249778
"2270","ctr",59.1187536879941,24.0169936857476,20.322071580248,11.0847663164989,1.84746105274982,11.0847663164989,36.9492210549963,12.9322273692487,24.0169936857476,72.0509810572429,48.0339873714953,11.0847663164989,1.84746105274982,9.23730526374909,33.2542989494967,12.9322273692487,14.7796884219985,62.8136757934938,1.84746105274982,0,60.9662147407439,57.2712926352444,46.1865263187454,35.1017600022465,25.0009883916632,77.8948513846905
"2271","ctr",44.9981010801343,2.24990505400672,0,17.9992404320538,2.24990505400672,2.24990505400672,22.4990505400673,20.2491454860604,31.4986707560941,80.9965819442419,33.7485758101009,22.4990505400673,2.24990505400672,2.24990505400672,96.745917322289,6.74971516202016,4.49981010801343,8.99962021602688,4.49981010801343,0,53.9977212961613,20.2491454860604,24.7489555940739,13.4994303240403,8.48079211057294,34.4065830421956
"2272","ctr",38.8084342265217,7.34213620501762,9.43988940645119,10.488766007168,2.0977532014336,5.24438300358401,12.5865192086016,10.488766007168,8.39101280573442,59.7859662408577,45.1016938308225,22.0264086150529,0,1.0488766007168,35.6618044243713,4.19550640286721,7.34213620501762,10.488766007168,0,0,30.4174214207873,22.0264086150529,22.0264086150529,5.24438300358401,6.75528974691656,24.3363810191095
"2273","ctr",49.1938648222872,12.8841074534561,4.68512998307497,3.51384748730622,2.34256499153748,4.68512998307497,5.85641247884371,12.8841074534561,10.5415424619186,55.0502773011309,17.5692374365312,16.3979549407624,0,3.51384748730622,30.4533448899873,0,10.5415424619186,8.19897747038119,1.17128249576874,0,26.9394974026811,18.7405199322999,21.0830849238374,4.68512998307497,6.65705434165139,20.078347086142
"2274","ctr",35.2427875635251,5.5066855568008,1.10133711136016,26.4320906726438,4.40534844544064,11.0133711136016,26.4320906726438,8.81069689088128,111.235048247376,58.3708669020885,27.533427784004,4.40534844544064,0,4.40534844544064,196.038005822109,7.70935977952112,4.40534844544064,26.4320906726438,7.70935977952112,1.10133711136016,36.3441246748853,38.5467988976056,46.2561586771267,33.0401133408048,13.0416155646247,54.5106252599155
"2275","ctr",44.1592392557973,18.1832161641518,20.7808184733164,5.19520461832909,0,10.3904092366582,46.7568415649619,15.5856138549873,12.9880115458228,25.9760230916455,25.9760230916455,5.19520461832909,0,2.59760230916455,15.5856138549873,5.19520461832909,5.19520461832909,25.9760230916455,0,0,28.57362540081,25.9760230916455,33.7688300191392,25.9760230916455,8.41960836469505,32.5607111611697
"2276","ctr",33.4361067469343,5.24487948971518,2.62243974485759,5.90048942592957,2.62243974485759,3.27804968107199,13.7678086605024,5.24487948971518,7.86731923457275,34.7473266193631,26.8800073847903,7.86731923457275,0,1.96682980864319,22.9463477675039,3.27804968107199,4.58926955350079,4.58926955350079,0,0.655609936214399,19.6682980864319,12.4565887880736,11.1453689156448,6.55609936214399,2.65012615246393,9.48403366897941
"2277","ctr",33.1070112080865,28.562911630506,23.369654970414,3.894942495069,3.2457854125575,3.894942495069,31.8086970430635,8.43904207264951,18.8255553928335,37.0019537031555,30.5103828780405,9.088199155161,1.298314165023,6.49157082511502,16.2289270627875,1.9474712475345,6.49157082511502,14.9306128977645,0.649157082511502,0,22.071340805391,19.474712475345,24.0188120529255,16.878084145299,6.27792024611881,22.8025318684195
